City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Goure,NE,2022-07-18 21:36:17,13.9835,10.2704,300.38,60,56,5.53
278,Sayyan,YE,2022-07-18 21:36:19,15.1718,44.3244,292.38,42,98,1.39
279,Mananara,MG,2022-07-18 21:36:19,-16.1667,49.7667,292.76,89,43,4.01
280,Arlit,NE,2022-07-18 21:36:20,18.7369,7.3853,306.12,31,83,3.92
281,Sungaipenuh,ID,2022-07-18 21:36:21,-2.0833,101.3833,290.93,95,36,1.06
282,Narodychi,UA,2022-07-18 21:36:22,51.2029,29.0823,287.75,73,66,2.67
283,Coquimbo,CL,2022-07-18 21:34:15,-29.9533,-71.3436,288.0,77,0,3.6
284,Batemans Bay,AU,2022-07-18 21:36:23,-35.7167,150.1833,282.09,71,80,3.21
285,Smithers,CA,2022-07-18 21:36:23,54.7804,-127.1743,292.33,63,75,1.54
286,Kayerkan,RU,2022-07-18 21:36:24,69.3497,87.7602,286.22,71,93,0.46
287,Faanui,PF,2022-07-18 21:36:25,-16.4833,-151.75,298.04,67,72,3.13
288,Rolante,BR,2022-07-18 21:36:26,-29.6506,-50.5758,289.07,97,5,0.72
289,Dhidhdhoo,MV,2022-07-18 21:36:27,6.8833,73.1,300.91,72,100,6.3
290,Manokwari,ID,2022-07-18 21:36:28,-0.8667,134.0833,299.11,75,74,0.67
291,Lovozero,RU,2022-07-18 21:36:28,68.005,35.0117,284.93,78,7,3.03
292,Upernavik,GL,2022-07-18 21:36:30,72.7868,-56.1549,279.77,75,100,0.17
293,Mkushi,ZM,2022-07-18 21:36:32,-13.6202,29.3939,285.39,72,21,2.59
294,Daru,PG,2022-07-18 21:36:33,-9.0763,143.2092,298.13,91,89,7.4
295,Bentiu,SS,2022-07-18 21:36:35,9.2333,29.8333,293.89,96,49,1.5
296,Korhogo,CI,2022-07-18 21:36:36,9.45,-5.6333,295.11,91,57,2.14
297,Kanye,BW,2022-07-18 21:36:37,-24.9667,25.3327,282.75,60,0,2.39
298,Aklavik,CA,2022-07-18 21:36:03,68.2191,-135.0107,293.04,58,100,5.83
299,Abilene,US,2022-07-18 21:33:03,32.4487,-99.7331,316.58,15,0,3.09
300,Pringsewu,ID,2022-07-18 21:35:32,-5.3582,104.9744,295.39,97,56,0.53
301,Sao Filipe,CV,2022-07-18 21:36:41,14.8961,-24.4956,297.58,81,20,4.66
302,Westport,US,2022-07-18 21:31:47,41.1415,-73.3579,300.29,96,100,6.69
303,Tilichiki,RU,2022-07-18 21:36:42,60.4667,166.1,288.75,60,100,2.08
304,Alta Floresta,BR,2022-07-18 21:34:44,-9.8756,-56.0861,300.51,29,1,1.74
305,Cascais,PT,2022-07-18 21:36:44,38.6979,-9.4215,294.78,72,20,6.26
306,Aswan,EG,2022-07-18 21:36:45,24.0934,32.907,304.85,19,3,4.12
307,Churapcha,RU,2022-07-18 21:36:46,62.0025,132.4325,295.16,50,100,5.33
308,Kostyantynivka,UA,2022-07-18 21:36:46,48.5277,37.7069,287.37,70,0,2.87
309,Yashkul,RU,2022-07-18 21:36:48,46.1711,45.3435,299.79,47,19,3.57
310,Khokhlovo,RU,2022-07-18 21:36:49,59.1492,37.3998,284.82,85,100,2.65
311,Asau,RO,2022-07-18 21:36:50,46.4333,26.4,289.24,75,94,1.41
312,Magomeni,TZ,2022-07-18 21:36:51,-6.8,39.25,295.44,84,6,3.2
313,Abu Samrah,SY,2022-07-18 21:36:52,35.3029,37.1841,300.2,47,0,3.58
314,Dukat,RU,2022-07-18 21:36:52,62.55,155.55,293.8,61,64,2.8
315,Sur,OM,2022-07-18 21:36:53,22.5667,59.5289,302.43,87,38,2.29
316,Zaraza,VE,2022-07-18 21:36:54,9.3503,-65.3245,298.7,85,88,3.4
317,Sitka,US,2022-07-18 21:35:38,57.0531,-135.33,285.09,94,100,3.6
318,Raudeberg,NO,2022-07-18 21:36:55,61.9875,5.1352,285.52,83,98,4.28
319,Hobyo,SO,2022-07-18 21:37:56,5.3505,48.5268,297.46,80,51,11.35
320,Broken Hill,AU,2022-07-18 21:37:57,-31.95,141.4333,276.85,72,5,3.03
321,Kalga,RU,2022-07-18 21:37:58,50.9251,118.898,290.83,75,29,1.47
322,Sinnamary,GF,2022-07-18 21:34:10,5.3833,-52.95,299.16,85,29,3.89
323,Lebu,CL,2022-07-18 21:38:02,-37.6167,-73.65,280.78,74,91,2.52
324,Beroroha,MG,2022-07-18 21:38:03,-21.6667,45.1667,292.07,62,0,3.11
325,Grindavik,IS,2022-07-18 21:38:04,63.8424,-22.4338,286.12,82,75,2.57
326,Pisco,PE,2022-07-18 21:38:06,-13.7,-76.2167,291.18,72,0,3.6
327,Viedma,AR,2022-07-18 21:38:07,-40.8135,-62.9967,279.86,37,34,3.5
328,Timra,SE,2022-07-18 21:38:08,62.487,17.3257,285.97,88,100,2.06
329,Burgos,ES,2022-07-18 21:38:09,42.3394,-3.7079,299.38,25,31,3.09
330,Vila Franca Do Campo,PT,2022-07-18 21:38:10,37.7167,-25.4333,295.38,90,38,0.91
331,Skelleftea,SE,2022-07-18 21:38:11,64.7507,20.9528,288.35,63,100,2.57
332,Agnibilekrou,CI,2022-07-18 21:38:12,7.1344,-3.2047,293.84,88,78,2.17
333,Vagur,FO,2022-07-18 21:38:14,61.4732,-6.8119,283.72,88,100,6.86
334,Hervey Bay,AU,2022-07-18 21:38:15,-25.2986,152.8535,289.52,71,48,4.82
335,Mildura,AU,2022-07-18 21:38:16,-34.2,142.15,279.3,86,6,4.31
336,Yakeshi,CN,2022-07-18 21:38:17,49.2833,120.7333,290.74,92,100,0.63
337,Florianopolis,BR,2022-07-18 21:33:18,-27.6146,-48.5012,289.72,78,75,3.09
338,Barrow,US,2022-07-18 21:38:19,71.2906,-156.7887,280.16,76,100,11.83
339,Chapais,CA,2022-07-18 21:38:20,49.7834,-74.8492,301.03,46,75,2.61
340,Rafaela,AR,2022-07-18 21:38:21,-31.2503,-61.4867,288.15,54,18,2.71
341,Ziniare,BF,2022-07-18 21:38:22,12.5822,-1.2983,301.17,72,65,4.99
342,Moose Factory,CA,2022-07-18 21:34:02,51.2585,-80.6094,299.15,65,40,6.17
343,Hammerfest,NO,2022-07-18 21:38:24,70.6634,23.6821,283.4,100,75,1.54
344,Puerto Escondido,MX,2022-07-18 21:33:43,15.85,-97.0667,302.8,72,32,2.56
345,Buarcos,PT,2022-07-18 21:38:25,40.166,-8.8768,293.52,89,2,2.77
346,Marsabit,KE,2022-07-18 21:36:35,2.3284,37.9899,290.51,62,92,11.4
347,Tara,RU,2022-07-18 21:38:28,56.8944,74.371,286.0,84,93,2.52
348,Aykhal,RU,2022-07-18 21:36:54,66.0,111.5,281.88,87,100,2.51
349,Andrews,US,2022-07-18 21:36:13,32.3187,-102.5457,312.12,19,0,4.63
350,Mugumu,TZ,2022-07-18 21:38:31,-1.85,34.7,290.51,58,83,1.62
351,Coracora,PE,2022-07-18 21:38:33,-15.0333,-73.7833,286.73,42,99,2.64
352,Bundaberg,AU,2022-07-18 21:38:05,-24.85,152.35,285.49,90,16,0.45
353,Husavik,IS,2022-07-18 21:38:34,66.0449,-17.3389,283.84,80,81,1.49
354,Meulaboh,ID,2022-07-18 21:33:42,4.1363,96.1285,297.3,87,73,2.08
355,Sidrolandia,BR,2022-07-18 21:38:36,-20.9319,-54.9614,298.04,38,100,2.48
356,Nantucket,US,2022-07-18 21:38:37,41.2835,-70.0995,297.59,94,100,4.12
357,Betsiamites,CA,2022-07-18 21:38:38,48.9413,-68.646,295.2,89,96,1.94
358,Ipswich,GB,2022-07-18 21:38:40,52.0592,1.1555,299.48,51,0,4.63
359,Langham,CA,2022-07-18 21:38:42,52.3668,-106.9679,301.06,37,100,4.73
360,Alyangula,AU,2022-07-18 21:38:43,-13.8483,136.4192,293.73,78,83,3.38
361,Chunhuhub,MX,2022-07-18 21:38:44,19.55,-88.6833,308.93,36,75,3.77
362,Iqaluit,CA,2022-07-18 21:38:44,63.7506,-68.5145,279.0,86,75,3.6
363,Zambezi,ZM,2022-07-18 21:38:45,-13.5432,23.1047,284.3,44,7,1.99
364,Nachingwea,TZ,2022-07-18 21:38:46,-10.3833,38.7667,291.96,82,84,2.39
365,La Ceiba,HN,2022-07-18 21:39:48,15.7597,-86.7822,303.05,74,75,5.66
366,Xingcheng,CN,2022-07-18 21:39:49,40.6167,120.7167,296.07,74,1,1.6
367,Agadir,MA,2022-07-18 21:39:50,30.4202,-9.5982,298.4,76,31,3.53
368,Kavieng,PG,2022-07-18 21:39:51,-2.5744,150.7967,301.43,76,100,5.36
369,Ulaangom,MN,2022-07-18 21:39:52,49.9811,92.0667,287.06,68,99,1.19
370,Les Escoumins,CA,2022-07-18 21:39:53,48.1111,-69.0236,286.79,59,59,4.75
371,Faya,SA,2022-07-18 21:35:02,18.3851,42.4509,294.21,38,51,1.76
372,Cherskiy,RU,2022-07-18 21:39:54,68.75,161.3,288.02,47,58,4.38
373,Erenhot,CN,2022-07-18 21:39:56,43.6475,111.9767,295.89,27,100,3.26
374,Isangel,VU,2022-07-18 21:39:57,-19.55,169.2667,299.21,83,75,0.0
375,Toora-Khem,RU,2022-07-18 21:35:41,52.4675,96.11,283.57,81,100,2.01
376,Mahajanga,MG,2022-07-18 21:40:00,-15.7167,46.3167,295.16,56,20,5.14
377,Barcelona,ES,2022-07-18 21:36:00,41.3888,2.159,301.82,87,20,2.06
378,Venado Tuerto,AR,2022-07-18 21:40:02,-33.7456,-61.9688,285.24,32,97,3.51
379,San Quintin,MX,2022-07-18 21:40:03,30.4833,-115.95,297.33,61,2,4.21
380,Devils Lake,US,2022-07-18 21:40:05,48.1128,-98.8651,305.21,55,0,2.06
381,Flinders,AU,2022-07-18 21:40:07,-34.5833,150.8552,282.69,72,52,4.92
382,Buala,SB,2022-07-18 21:40:08,-8.145,159.5921,301.62,68,28,2.7
383,Baiyin,CN,2022-07-18 21:35:12,36.5583,104.2081,288.66,75,99,1.35
384,Quelimane,MZ,2022-07-18 21:40:12,-17.8786,36.8883,293.12,94,0,0.0
385,Buraydah,SA,2022-07-18 21:40:12,26.326,43.975,308.4,12,6,4.04
386,Orbetello,IT,2022-07-18 21:40:13,42.4408,11.2196,300.16,53,45,2.57
387,Brae,GB,2022-07-18 21:40:14,60.3964,-1.353,286.23,87,72,3.31
388,Coahuayana,MX,2022-07-18 21:40:15,18.7333,-103.6833,304.1,65,98,2.48
389,Mikkeli,FI,2022-07-18 21:40:17,61.6886,27.2723,286.01,94,0,0.0
390,Hendersonville,US,2022-07-18 21:36:22,36.3048,-86.62,302.48,75,80,1.44
391,Mandalgovi,MN,2022-07-18 21:40:18,45.7625,106.2708,293.41,38,99,3.61
392,Wellington,NZ,2022-07-18 21:37:21,-41.2866,174.7756,287.63,85,75,12.35
393,Gazanjyk,TM,2022-07-18 21:40:19,39.2446,55.5154,307.03,12,0,5.49
394,Manono,CD,2022-07-18 21:40:21,-7.3,27.4167,296.13,40,5,1.77
395,Daokou,CN,2022-07-18 21:40:22,35.5639,114.5058,299.54,59,100,1.39
396,Kaohsiung,TW,2022-07-18 21:40:23,22.6163,120.3133,300.95,89,40,3.09
397,Plettenberg Bay,ZA,2022-07-18 21:39:11,-34.0527,23.3716,288.45,86,85,2.12
398,Esna,EG,2022-07-18 21:40:26,25.2934,32.554,304.44,17,16,3.57
399,Phuket,TH,2022-07-18 21:40:27,8.0,98.25,303.78,83,20,3.09
400,Celestun,MX,2022-07-18 21:40:30,20.8667,-90.4,303.19,69,44,6.18
401,Santa Maria Da Vitoria,BR,2022-07-18 21:40:31,-13.3947,-44.1886,299.88,39,48,5.07
402,Baie-Comeau,CA,2022-07-18 21:38:35,49.2168,-68.1489,294.97,60,0,4.12
403,Ola,RU,2022-07-18 21:37:19,59.5833,151.2833,287.12,86,93,3.26
404,General Pico,AR,2022-07-18 21:40:36,-35.6566,-63.7568,281.29,30,11,1.83
405,Tautira,PF,2022-07-18 21:39:01,-17.7333,-149.15,297.39,73,15,3.07
406,Sisimiut,GL,2022-07-18 21:40:38,66.9395,-53.6735,280.77,88,100,1.69
407,Karoi,ZW,2022-07-18 21:40:39,-16.8099,29.6925,283.86,72,18,1.88
408,Rexburg,US,2022-07-18 21:37:31,43.826,-111.7897,304.14,23,0,11.32
409,Atambua,ID,2022-07-18 21:41:41,-9.1061,124.8925,290.31,82,100,2.67
410,Gasa,PS,2022-07-18 21:41:41,31.5,34.4667,298.52,79,0,0.24
411,Dingle,PH,2022-07-18 21:41:43,10.9995,122.6711,297.04,96,100,2.65
412,Niquero,CU,2022-07-18 21:41:44,20.0431,-77.5828,303.9,64,15,3.56
413,Petropavlovsk-Kamchatskiy,RU,2022-07-18 21:41:45,53.0452,158.6483,285.48,100,100,2.0
414,Garoua,CM,2022-07-18 21:41:46,9.3,13.4,296.78,89,65,2.2
415,Belem De Sao Francisco,BR,2022-07-18 21:41:47,-8.7539,-38.9658,297.41,57,4,6.6
416,Mecca,SA,2022-07-18 21:41:48,21.4267,39.8261,304.84,22,43,2.45
417,Clearwater,US,2022-07-18 21:41:41,27.9659,-82.8001,306.6,67,75,6.69
418,Beyneu,KZ,2022-07-18 21:41:50,45.3167,55.2,305.75,22,0,8.34
419,Turukhansk,RU,2022-07-18 21:41:51,65.8167,87.9833,287.14,68,100,4.84
420,Kununurra,AU,2022-07-18 21:38:06,-15.7667,128.7333,286.14,94,20,1.54
421,Methoni,GR,2022-07-18 21:41:54,36.8197,21.7049,299.07,59,0,3.04
422,Chernyy Yar,RU,2022-07-18 21:41:56,48.0624,46.1091,296.6,54,1,7.27
423,Tura,IN,2022-07-18 21:41:57,25.5198,90.2201,296.63,97,98,2.41
424,Paducah,US,2022-07-18 21:39:44,37.0834,-88.6001,305.43,57,20,0.0
425,Takoradi,GH,2022-07-18 21:41:59,4.8845,-1.7554,296.69,82,85,4.22
426,Baykit,RU,2022-07-18 21:42:00,61.67,96.37,286.51,98,98,2.05
427,Kungurtug,RU,2022-07-18 21:42:01,50.5994,97.5228,283.58,98,100,1.37
428,Luderitz,NA,2022-07-18 21:42:02,-26.6481,15.1594,287.34,85,0,5.81
429,Pevek,RU,2022-07-18 21:42:03,69.7008,170.3133,273.73,80,100,1.13
430,Mosquera,CO,2022-07-18 21:38:17,4.7059,-74.2302,290.2,55,75,6.17
431,Alice Springs,AU,2022-07-18 21:42:05,-23.7,133.8833,277.9,48,85,0.51
432,Roma,US,2022-07-18 21:42:06,43.2128,-75.4557,299.46,84,100,1.34
433,Zunyi,CN,2022-07-18 21:42:08,27.6867,106.9072,294.27,98,99,0.58
434,Gold Coast,AU,2022-07-18 21:39:07,-28.0,153.4333,287.19,83,0,4.12
435,Vangaindrano,MG,2022-07-18 21:42:09,-23.35,47.6,292.61,79,99,3.47
436,Dicabisagan,PH,2022-07-18 21:42:11,17.0818,122.4157,299.7,85,89,1.65
437,Fortuna,US,2022-07-18 21:42:13,40.5982,-124.1573,295.89,65,18,1.34
438,Belaya Gora,RU,2022-07-18 21:42:15,68.5333,146.4167,283.86,53,100,5.28
439,Port Lincoln,AU,2022-07-18 21:42:16,-34.7333,135.8667,284.73,62,100,4.39
440,Tromso,NO,2022-07-18 21:42:17,69.6496,18.957,284.16,82,75,2.57
441,Bilibino,RU,2022-07-18 21:39:32,68.0546,166.4372,281.66,60,100,1.83
442,Biltine,TD,2022-07-18 21:42:18,14.5333,20.9167,303.76,48,27,3.5
443,Batagay-Alyta,RU,2022-07-18 21:42:19,67.8006,130.4114,281.79,92,100,2.48
444,Kloulklubed,PW,2022-07-18 21:42:21,7.0419,134.2556,301.21,69,89,0.87
445,Kodinsk,RU,2022-07-18 21:42:22,58.6881,99.1844,283.72,97,38,2.0
446,Lagoa,PT,2022-07-18 21:37:29,39.05,-27.9833,294.0,88,95,5.53
447,Florida,US,2022-07-18 21:42:26,28.7505,-82.5001,306.14,71,40,5.14
448,Bakchar,RU,2022-07-18 21:42:27,57.0186,82.0711,283.22,97,52,2.49
449,Tocopilla,CL,2022-07-18 21:41:53,-22.092,-70.1979,290.76,69,30,3.49
450,Santa Flavia,IT,2022-07-18 21:42:28,38.085,13.5351,302.47,37,3,1.79
451,Nouadhibou,MR,2022-07-18 21:42:29,20.931,-17.0347,295.14,83,17,5.66
452,Basoko,CD,2022-07-18 21:42:30,1.2391,23.616,294.26,95,100,1.23
453,Ust-Maya,RU,2022-07-18 21:42:31,60.4167,134.5333,294.95,51,100,4.43
454,Omboue,GA,2022-07-18 21:43:32,-1.5746,9.2618,295.69,84,57,3.05
455,Pangnirtung,CA,2022-07-18 21:43:33,66.1451,-65.7125,280.15,81,75,6.69
456,Carutapera,BR,2022-07-18 21:43:34,-1.195,-46.02,298.66,84,77,3.84
457,Visnes,NO,2022-07-18 21:43:35,59.3556,5.2242,288.27,94,0,1.03
458,Kirakira,SB,2022-07-18 21:43:36,-10.4544,161.9205,300.81,76,16,3.09
459,Banda Aceh,ID,2022-07-18 21:43:37,5.5577,95.3222,299.14,79,24,4.5
460,Lokomotivnyy,RU,2022-07-18 21:43:38,53.0118,60.5684,290.5,91,0,3.25
461,Taoudenni,ML,2022-07-18 21:43:39,22.6783,-3.9836,311.07,6,0,2.7
462,Nioro,GM,2022-07-18 21:43:40,13.35,-15.75,299.75,81,100,2.3
463,Vallenar,CL,2022-07-18 21:43:41,-28.5708,-70.7581,292.87,30,0,1.22
464,Catamarca,AR,2022-07-18 21:43:43,-28.4696,-65.7852,284.44,41,0,0.94
465,Forest Grove,US,2022-07-18 21:43:44,45.5198,-123.1107,299.13,55,20,3.09
466,Pandan,PH,2022-07-18 21:43:45,14.0453,124.1694,299.37,87,15,1.79
467,Fare,PF,2022-07-18 21:43:46,-16.7,-151.0167,297.4,70,10,2.01
468,Kenai,US,2022-07-18 21:43:47,60.5544,-151.2583,291.2,73,0,8.23
469,Cockburn Town,TC,2022-07-18 21:43:49,21.4612,-71.1419,303.13,62,40,5.66
470,Iskateley,RU,2022-07-18 21:43:51,67.6803,53.1512,288.35,78,51,3.81
471,Ornskoldsvik,SE,2022-07-18 21:43:52,63.2909,18.7153,285.68,94,100,2.57
472,Arinos,BR,2022-07-18 21:43:53,-15.9169,-46.1056,295.81,38,2,1.63
473,Vanderhoof,CA,2022-07-18 21:39:12,54.0166,-124.0198,298.09,41,92,4.6
474,Port Macquarie,AU,2022-07-18 21:43:56,-31.4333,152.9167,282.79,71,37,4.94
475,Diffa,NE,2022-07-18 21:43:57,13.3154,12.6113,300.79,62,50,4.21
476,Felanitx,ES,2022-07-18 21:43:58,39.4696,3.1483,301.46,63,0,1.65
477,Phalaborwa,ZA,2022-07-18 21:44:00,-23.943,31.1411,290.44,61,0,0.16
478,Jumla,NP,2022-07-18 21:44:01,29.2747,82.1838,290.83,93,89,0.87
479,Altamira,BR,2022-07-18 21:44:02,-3.2033,-52.2064,299.39,64,59,1.56
480,Ihiala,NG,2022-07-18 21:44:03,5.8538,6.8603,295.19,88,93,1.82
481,Tibagi,BR,2022-07-18 21:44:04,-24.5094,-50.4136,290.15,97,98,1.61
482,Tabuk,PH,2022-07-18 21:44:05,17.4189,121.4443,296.57,91,99,1.25
483,Balkanabat,TM,2022-07-18 21:44:06,39.5108,54.3671,309.05,11,0,5.21
484,Slonim,BY,2022-07-18 21:44:08,53.0867,25.3219,287.19,97,100,2.96
485,Qinzhou,CN,2022-07-18 21:44:10,21.95,108.6167,301.39,84,100,3.42
486,Kidal,ML,2022-07-18 21:44:13,18.4411,1.4078,301.96,46,99,4.77
487,Sorland,NO,2022-07-18 21:44:15,67.667,12.6934,284.07,84,88,5.81
488,Maceio,BR,2022-07-18 21:39:44,-9.6658,-35.7353,298.84,78,40,4.12
489,Ossora,RU,2022-07-18 21:44:18,59.2353,163.0719,290.04,82,88,2.91
490,Olinda,BR,2022-07-18 21:43:58,-8.0089,-34.8553,299.0,69,75,7.2
491,Terney,RU,2022-07-18 21:44:20,45.0503,136.6092,291.64,87,80,0.47
492,Matara,LK,2022-07-18 21:44:21,5.9485,80.5353,299.36,84,64,6.55
493,Tahta,EG,2022-07-18 21:44:21,26.7693,31.5021,303.54,20,8,3.14
494,Sajanan,TN,2022-07-18 21:44:22,37.0573,9.2426,302.66,40,0,5.24
495,Lappeenranta,FI,2022-07-18 21:44:23,61.0587,28.1887,286.18,82,0,2.06
496,Anaconda,US,2022-07-18 21:40:33,46.1285,-112.9423,300.7,19,0,10.19
497,Sabha,LY,2022-07-18 21:44:26,27.0377,14.4283,302.42,29,0,10.46
498,Sechura,PE,2022-07-18 21:44:27,-5.5569,-80.8222,295.36,61,84,6.45
499,Kuala Terengganu,MY,2022-07-18 21:44:28,5.3302,103.1408,300.12,94,20,1.54
500,Yerbogachen,RU,2022-07-18 21:45:29,61.2767,108.0108,288.11,79,36,2.54
501,Launceston,AU,2022-07-18 21:45:30,-41.45,147.1667,273.23,90,100,1.54
502,Verkhnyaya Inta,RU,2022-07-18 21:45:31,65.9811,60.3094,287.77,76,13,1.6
503,Itacare,BR,2022-07-18 21:45:31,-14.2775,-38.9967,295.78,77,6,4.53
504,Cotonou,BJ,2022-07-18 21:45:32,6.3654,2.4183,298.14,88,40,6.69
505,Lisakovsk,KZ,2022-07-18 21:45:33,52.5369,62.4936,292.51,80,0,3.12
506,Muyezerskiy,RU,2022-07-18 21:45:34,63.9333,31.65,283.72,95,85,1.65
507,Nizhnekamsk,RU,2022-07-18 21:45:35,55.6366,51.8245,295.59,68,40,4.0
508,Bubaque,GW,2022-07-18 21:45:35,11.2833,-15.8333,299.5,84,99,5.51
509,Axim,GH,2022-07-18 21:45:36,4.8699,-2.2405,297.0,79,95,4.17
510,Darhan,MN,2022-07-18 21:45:37,49.4867,105.9228,290.58,60,24,2.33
511,Sawakin,SD,2022-07-18 21:45:38,19.1059,37.3321,303.68,62,56,2.23
512,Morondava,MG,2022-07-18 21:45:39,-20.2833,44.2833,294.78,53,0,6.01
513,Semporna,MY,2022-07-18 21:45:39,4.4818,118.6112,299.16,87,100,1.67
514,Naze,JP,2022-07-18 21:45:40,28.3667,129.4833,299.66,87,100,7.41
515,Peterhead,GB,2022-07-18 21:45:41,57.5058,-1.7981,294.37,86,78,2.77
516,Mozhaysk,RU,2022-07-18 21:45:42,55.5019,36.0272,281.64,92,8,2.87
517,Longjiang,CN,2022-07-18 21:45:42,47.3303,123.1836,292.82,89,38,2.81
518,Caucaia,BR,2022-07-18 21:45:44,-3.7361,-38.6531,300.12,70,0,4.12
519,Huancavelica,PE,2022-07-18 21:45:45,-12.7667,-74.9833,277.31,77,97,2.85
520,Kaniama,CD,2022-07-18 21:45:46,-7.5667,24.1833,296.94,35,86,1.73
521,Necochea,AR,2022-07-18 21:43:07,-38.5473,-58.7368,279.47,75,8,4.32
522,Nivala,FI,2022-07-18 21:45:47,63.9167,24.9667,284.64,93,85,2.43
523,Aanekoski,FI,2022-07-18 21:45:48,62.6946,25.818,285.29,100,57,1.34
524,Skerries,IE,2022-07-18 21:45:49,53.5828,-6.1083,298.75,80,100,1.52
525,Berezovyy,RU,2022-07-18 21:45:50,51.6667,135.7,287.47,99,100,1.69
526,Svetlyy,RU,2022-07-18 21:45:51,54.675,20.1347,289.24,83,99,3.68
527,San Pedro,PH,2022-07-18 21:45:52,14.35,121.0167,298.88,92,40,0.51
528,Tigil,RU,2022-07-18 21:45:54,57.8,158.6667,290.33,73,100,1.54
529,Bulgan,MN,2022-07-18 21:45:55,48.8125,103.5347,286.07,80,68,1.49
530,Zonguldak,TR,2022-07-18 21:45:56,41.25,31.8333,284.95,92,18,1.29
531,Kashi,CN,2022-07-18 21:45:57,39.4547,75.9797,304.71,6,0,8.0
532,Comodoro Rivadavia,AR,2022-07-18 21:45:58,-45.8667,-67.5,282.07,46,0,10.29
533,Santa Maria,BR,2022-07-18 21:44:49,-29.6842,-53.8069,284.76,82,0,1.03
534,Gannan,CN,2022-07-18 21:46:00,47.9147,123.5031,293.19,86,93,2.5
535,Gushikawa,JP,2022-07-18 21:46:01,26.3544,127.8686,301.92,84,40,3.09
536,Kikwit,CD,2022-07-18 21:46:02,-5.041,18.8162,298.33,60,73,1.14
537,Pitimbu,BR,2022-07-18 21:46:03,-7.4706,-34.8086,297.48,84,69,7.23
538,Zlobin,HR,2022-07-18 21:46:04,45.2924,14.6541,294.76,29,0,3.6
539,Madhogarh,IN,2022-07-18 21:46:05,26.276,79.1869,307.43,47,97,3.17
540,Berlevag,NO,2022-07-18 21:46:07,70.8578,29.0864,288.15,72,20,2.06
541,Malakal,SS,2022-07-18 21:46:09,9.5334,31.6605,293.61,94,37,0.27
542,Formosa,AR,2022-07-18 21:46:10,-26.1775,-58.1781,287.14,88,100,2.06
543,Warri,NG,2022-07-18 21:46:11,5.5167,5.75,296.16,84,92,1.67
544,Singaparna,ID,2022-07-18 21:46:13,-7.3515,108.111,294.18,98,92,0.4
545,Sao Jose Da Coroa Grande,BR,2022-07-18 21:46:14,-8.8978,-35.1478,297.27,82,16,5.63
546,Cubara,CO,2022-07-18 21:46:15,7.0008,-72.1085,297.61,87,97,0.3
547,Sokolka,PL,2022-07-18 21:46:16,53.4072,23.5023,287.96,97,99,2.71
548,Pontianak,ID,2022-07-18 21:47:18,-0.0333,109.3333,296.14,100,79,0.0
549,Inta,RU,2022-07-18 21:47:20,66.0317,60.1659,287.93,80,14,1.41
550,Henties Bay,NA,2022-07-18 21:47:21,-22.116,14.2845,287.83,82,1,1.95
551,Darnah,LY,2022-07-18 21:47:22,32.767,22.6367,298.49,75,0,3.41
552,Bonthe,SL,2022-07-18 21:47:23,7.5264,-12.505,298.11,84,99,6.99
553,Christchurch,NZ,2022-07-18 21:45:08,-43.5333,172.6333,288.26,51,75,2.06
554,Fort-Shevchenko,KZ,2022-07-18 21:47:26,44.5086,50.263,300.26,68,0,2.8
555,Taurage,LT,2022-07-18 21:47:28,55.2522,22.2897,287.69,98,97,1.97
556,Pucallpa,PE,2022-07-18 21:47:28,-8.3791,-74.5539,301.17,74,40,0.0
